WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	Estimates Start After	
678	MLI	NGDP_RPCH	Mali	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.299	-4.542	-11.557	3.229	2.419	3.243	6.104	2.479	0.054	10.692	9.310	7.680	-1.562	3.561	3.802	2.997	7.281	4.797	2.926	6.245	-0.061	15.376	3.106	9.119	1.560	6.535	4.662	3.494	4.773	4.806	5.313	2.656	-0.703	2.201	6.775	6.622	5.946	5.038	5.177	5.056	-1.983	4.000	6.000	5.000	5.000	5.000	2018	
181	MLT	NGDP_RPCH	Malta	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.175	2.565	4.074	0.140	3.384	2.510	4.775	3.826	-1.134	5.544	0.467	4.118	5.473	7.634	9.608	3.891	8.015	5.179	4.920	-7.917	4.804	5.547	4.618	4.546	4.515	2019	
867	MHL	NGDP_RPCH	Marshall Islands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.819	-1.255	1.354	6.826	3.741	-1.616	0.949	2.285	0.668	2.769	-6.753	1.444	7.555	-0.756	-2.370	3.718	-0.940	1.591	1.307	4.057	3.625	5.309	-4.500	-0.900	3.500	2.300	2.000	1.800	2018	
682	MRT	NGDP_RPCH	Mauritania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	--	1.772	5.874	-3.061	9.820	5.819	-4.045	2.778	7.713	-3.918	-0.799	1.381	6.928	4.733	8.566	18.333	-1.969	-0.331	0.098	2.620	4.173	4.470	4.151	4.275	5.376	1.261	3.497	2.115	5.861	-3.229	2.031	4.167	6.076	5.229	4.284	2018	
684	MUS	NGDP_RPCH	Mauritius	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-10.060	5.882	5.497	0.384	4.775	6.876	9.742	10.163	6.791	4.465	7.187	4.435	6.513	5.082	4.136	4.288	5.588	5.687	6.072	2.611	8.192	3.214	1.627	5.984	4.299	1.453	4.514	5.727	5.387	3.315	4.377	4.077	3.496	3.360	3.745	3.553	3.838	3.814	3.760	3.015	-14.200	9.900	6.500	4.200	3.500	3.300	2018	
273	MEX	NGDP_RPCH	Mexico	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.482	8.526	-0.521	-3.486	3.411	2.188	-3.079	1.722	1.283	4.106	5.176	4.215	3.541	2.738	4.941	-6.291	6.773	6.847	5.164	2.754	4.942	-0.404	-0.040	1.446	3.921	2.308	4.495	2.291	1.144	-5.286	5.118	3.663	3.642	1.354	2.850	3.293	2.631	2.113	2.202	-0.304	-8.954	3.530	2.258	2.152	2.100	2.115	2019	
868	FSM	NGDP_RPCH	Micronesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.087	-6.061	2.746	1.527	4.860	2.089	0.613	1.606	-3.137	2.058	-0.115	-1.939	-2.194	1.031	2.259	3.189	-1.867	-3.680	-2.306	4.622	0.900	2.682	0.212	1.200	-3.778	1.187	0.600	0.600	0.600	0.600	2018	
921	MDA	NGDP_RPCH	Moldova	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.200	-30.900	-1.428	-5.900	1.600	-6.500	-3.400	2.100	6.100	7.800	6.600	7.400	7.500	4.800	3.000	7.800	-6.000	7.100	5.818	-0.590	9.044	5.000	-0.338	4.409	4.691	4.002	3.580	-4.500	4.100	4.000	4.200	4.200	4.200	2019	
948	MNG	NGDP_RPCH	Mongolia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.443	8.376	8.331	5.792	5.914	5.679	9.426	3.542	5.146	4.183	-2.486	-9.199	-9.256	-3.169	2.134	6.376	2.235	3.897	3.340	3.070	1.146	4.639	5.267	7.357	9.425	6.507	8.163	8.757	7.819	-2.069	7.313	17.291	12.320	11.649	7.885	2.380	1.168	5.337	7.247	5.099	-2.000	6.000	5.500	5.000	5.000	4.500	2019	
943	MNE	NGDP_RPCH	Montenegro	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.100	1.900	2.500	4.400	4.200	8.600	6.800	7.200	-5.800	2.700	3.200	-2.724	3.549	1.784	3.390	2.949	4.716	5.078	3.594	-12.002	5.500	4.200	3.100	3.000	3.000	2019	
686	MAR	NGDP_RPCH	Morocco	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.792	-2.765	9.619	-0.557	4.337	6.324	8.300	-2.544	10.415	2.366	4.035	7.216	-2.098	-0.741	10.588	-5.405	12.373	-1.561	7.239	1.081	1.913	7.320	3.121	5.961	4.797	3.292	7.575	3.532	5.923	4.244	3.816	5.246	3.010	4.535	2.669	4.550	1.047	4.235	2.990	2.203	-6.971	4.922	3.545	3.650	3.683	3.740	2019	
688	MOZ	NGDP_RPCH	Mozambique	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.228	5.000	-6.900	-15.700	-6.500	1.000	-2.300	14.700	8.200	6.500	1.000	6.552	-6.102	10.589	6.536	2.254	11.205	11.300	9.927	11.702	1.189	12.090	9.290	6.926	7.930	6.638	9.702	7.732	7.289	6.314	6.488	7.404	7.258	6.964	7.399	6.723	3.824	3.741	3.444	2.284	-0.500	2.100	4.700	8.623	11.015	11.212	2019	
518	MMR	NGDP_RPCH	Myanmar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.432	12.418	12.468	9.928	13.196	15.318	13.567	13.307	12.500	7.558	4.385	5.247	5.471	6.486	7.899	8.200	7.473	6.408	5.750	6.405	6.500	1.994	5.652	6.224	6.382	6.462	6.502	2019	
728	NAM	NGDP_RPCH	Namibia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.343	9.270	-1.620	3.005	4.115	3.196	4.216	3.291	3.366	3.497	2.393	6.680	3.477	6.632	4.670	3.948	3.646	2.650	0.296	6.039	5.091	5.062	5.615	5.758	4.527	-0.281	-0.256	0.698	-0.954	-5.855	3.435	3.595	3.173	2.659	2.659	2019	
836	NRU	NGDP_RPCH	Nauru	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.356	8.329	-22.185	20.381	9.086	11.113	10.778	10.367	30.969	27.229	3.418	3.020	-5.496	5.703	0.959	0.706	1.250	0.898	0.779	0.552	0.549	2019	
558	NPL	NGDP_RPCH	Nepal	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.320	8.341	3.780	-2.978	9.681	6.145	4.566	1.700	7.697	4.328	4.635	6.366	4.108	3.847	8.219	3.468	5.338	5.261	2.943	4.483	6.116	5.629	0.120	3.945	4.683	3.479	3.365	3.412	6.105	4.533	4.816	3.422	4.781	4.129	5.989	3.323	0.589	8.223	6.658	7.051	0.020	2.494	5.971	5.233	5.042	5.019	2019	
138	NLD	NGDP_RPCH	Netherlands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.514	-1.283	1.758	3.118	2.656	3.126	1.850	4.585	4.481	4.178	2.451	1.589	1.264	3.009	2.773	3.494	4.328	4.668	5.032	4.199	2.328	0.217	0.158	1.983	2.047	3.462	3.772	2.172	-3.667	1.341	1.550	-1.031	-0.127	1.424	1.958	2.192	2.911	2.361	1.677	-5.400	4.047	2.016	1.677	1.536	1.538	2019	
196	NZL	NGDP_RPCH	New Zealand	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.009	2.961	2.878	-0.124	6.858	1.213	1.810	2.436	0.555	1.497	1.055	-2.159	0.871	4.876	6.669	4.334	3.728	3.017	0.758	4.468	4.118	2.200	5.116	4.574	4.435	2.563	2.741	3.956	-0.403	0.333	2.037	1.903	2.530	2.203	3.189	4.114	4.195	3.799	3.213	2.221	-6.066	4.356	2.600	2.553	2.491	2.478	2019	
278	NIC	NGDP_RPCH	Nicaragua	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.612	5.361	-0.817	4.615	-1.566	-4.084	-1.015	-0.706	-12.400	-1.694	-0.132	-0.154	0.400	-0.400	5.000	5.912	6.344	3.967	3.712	7.036	4.102	2.961	0.754	2.521	5.312	4.282	3.805	5.076	3.436	-3.293	4.410	6.317	6.496	4.927	4.785	4.792	4.563	4.631	-3.950	-3.879	-5.540	-0.500	2.700	2.000	1.800	2.100	2019	
692	NER	NGDP_RPCH	Niger	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.886	-0.178	2.174	-3.864	-16.820	7.718	6.352	0.088	6.871	0.957	-1.308	-0.439	2.001	0.322	1.855	2.457	0.101	1.527	9.973	-0.220	-1.208	7.268	4.918	2.171	0.364	7.332	5.931	3.143	7.731	1.963	8.578	2.358	10.549	5.315	6.642	4.393	5.709	4.999	7.219	5.903	0.499	6.912	12.841	11.369	6.575	6.016	2019	
694	NGA	NGDP_RPCH	Nigeria	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.552	2.193	1.569	0.257	1.872	4.052	2.886	2.496	0.522	5.518	6.667	14.604	9.503	10.442	7.008	6.726	7.318	7.199	8.353	11.259	4.887	4.279	5.394	6.310	2.653	-1.617	0.806	1.923	2.208	-4.278	1.698	2.522	2.514	2.521	2.513	2019	
962	MKD	NGDP_RPCH	North Macedonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-7.500	-1.800	-1.100	1.200	1.351	3.381	4.348	4.539	-3.067	1.494	2.223	4.674	4.724	5.137	6.473	5.472	-0.359	3.359	2.340	-0.456	2.925	3.629	3.856	2.848	1.082	2.720	3.551	-5.400	5.500	4.500	4.040	3.800	3.540	2019	
142	NOR	NGDP_RPCH	Norway	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.515	1.598	0.235	3.973	6.052	5.553	4.042	1.753	-0.255	1.038	1.932	3.085	3.574	2.845	5.055	4.155	5.028	5.285	2.624	2.013	3.205	2.075	1.446	0.910	3.969	2.625	2.400	2.994	0.476	-1.727	0.702	0.981	2.703	1.034	1.969	1.967	1.072	2.323	1.290	1.155	-2.834	3.559	2.954	2.325	1.840	1.833	2018	
449	OMN	NGDP_RPCH	Oman	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.079	17.096	11.501	15.947	13.904	14.523	2.145	-3.992	5.245	2.983	8.378	6.044	8.492	6.144	3.845	4.831	2.889	6.178	2.704	0.332	6.549	4.483	-1.101	-2.667	1.291	2.490	5.373	4.452	8.201	6.112	1.956	2.565	9.104	5.103	1.423	4.658	4.897	0.346	0.919	-0.825	-10.004	-0.545	11.041	3.534	3.474	3.055	2019	
564	PAK	NGDP_RPCH	Pakistan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.912	6.208	7.562	6.788	3.973	8.708	6.363	5.811	6.436	4.808	4.589	5.127	7.569	2.097	4.369	5.062	6.599	1.703	3.494	4.182	3.908	1.967	3.112	4.726	7.483	8.958	5.818	5.537	4.988	0.361	2.581	3.624	3.837	3.683	4.053	4.058	4.563	5.219	5.534	1.911	-0.385	1.021	4.046	4.524	4.995	5.024	2020	
565	PLW	NGDP_RPCH	Palau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.440	3.579	-3.263	4.856	3.960	-0.406	0.988	-5.414	-5.920	0.111	5.076	1.606	-1.738	5.963	5.040	-0.444	-1.972	5.815	-1.769	-11.400	-7.400	10.300	11.900	1.800	2.000	2019	
283	PAN	NGDP_RPCH	Panama	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.500	9.207	5.348	-4.491	2.709	4.942	3.568	-1.809	-13.380	1.562	8.099	9.418	8.203	5.456	2.849	1.752	7.371	6.480	7.332	3.878	2.737	0.558	2.247	4.226	7.508	7.181	8.541	12.111	9.856	1.243	5.828	11.314	9.779	6.903	5.067	5.733	4.953	5.599	3.692	3.006	-8.995	4.000	5.000	5.000	5.000	5.000	2019	
853	PNG	NGDP_RPCH	Papua New Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.309	1.149	0.832	3.438	-0.983	3.578	5.654	2.762	2.909	-1.424	-3.132	9.568	13.827	13.334	10.492	-3.446	6.599	-6.343	4.682	1.856	-2.494	-0.123	-0.159	9.046	0.578	4.252	2.537	7.815	-0.296	6.800	10.128	1.108	4.657	3.825	13.544	9.484	4.078	3.538	-0.850	4.933	-3.276	1.187	2.871	3.016	2.763	3.164	2015	
288	PRY	NGDP_RPCH	Paraguay	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.712	9.170	-1.398	-3.043	2.817	3.872	0.263	4.072	5.881	5.817	4.120	3.490	1.696	4.936	5.318	6.823	1.574	4.243	0.068	-1.366	-2.314	-0.834	-0.021	4.321	4.057	2.133	4.807	5.422	6.359	-0.258	11.144	4.249	-0.539	8.417	4.861	3.080	4.313	4.954	3.356	-0.030	-4.000	5.500	5.000	4.200	4.100	4.000	2018	
293	PER	NGDP_RPCH	Peru	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.661	5.461	-0.324	-9.329	3.801	2.089	12.106	7.738	-9.422	-13.422	-5.090	2.219	-0.541	5.244	12.308	7.411	2.799	6.476	-0.392	1.495	2.695	0.617	5.454	4.165	4.959	6.285	7.529	8.518	9.143	1.049	8.451	6.452	5.951	5.837	2.394	3.274	4.050	2.475	3.969	2.175	-13.941	7.287	5.003	4.887	3.911	3.797	2019	
566	PHL	NGDP_RPCH	Philippines	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.149	3.423	3.619	1.875	-7.324	-7.307	3.417	4.312	6.753	6.205	3.037	-0.439	0.374	2.104	4.235	4.490	5.752	5.061	-0.630	3.324	3.851	3.049	3.716	5.087	6.569	4.942	5.316	6.519	4.344	1.448	7.335	3.858	6.897	6.751	6.348	6.348	7.149	6.931	6.341	6.041	-8.262	7.411	6.447	6.469	6.459	6.478	2019	
964	POL	NGDP_RPCH	Poland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.000	-10.000	-4.846	5.600	-0.366	3.862	3.494	2.302	3.285	3.812	-7.171	-7.005	2.033	4.287	5.239	6.728	6.239	7.086	4.982	4.524	4.260	1.205	1.443	3.562	5.136	3.493	6.179	7.035	4.250	2.820	3.608	5.017	1.608	1.392	3.318	3.839	3.064	4.938	5.349	4.147	-3.560	4.599	4.518	3.668	2.923	2.368	2019	
182	PRT	NGDP_RPCH	Portugal	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.725	3.523	2.163	0.972	-1.042	1.636	3.320	7.632	5.340	6.649	7.859	3.370	3.130	-0.687	1.489	2.307	3.504	4.401	4.808	3.907	3.816	1.944	0.771	-0.931	1.789	0.782	1.625	2.507	0.319	-3.122	1.738	-1.696	-4.057	-0.923	0.792	1.792	2.019	3.506	2.637	2.165	-10.002	6.500	4.800	2.900	2.000	1.700	2019	
359	PRI	NGDP_RPCH	Puerto Rico	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	1.070	-3.049	0.468	7.318	2.061	8.163	4.917	6.508	4.940	3.781	2.304	4.564	4.645	4.186	4.549	2.314	4.880	6.518	4.413	3.272	9.468	2.170	2.341	1.987	-1.987	-1.410	-1.162	-1.844	-1.952	-0.413	-0.359	0.029	-0.307	-1.190	-1.049	-1.263	-2.657	-4.906	2.000	-7.500	1.500	0.700	0.000	-0.300	-0.300	2018	
453	QAT	NGDP_RPCH	Qatar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.016	-3.894	-8.210	-5.329	15.988	-13.031	3.706	0.900	4.700	5.300	-14.644	-1.524	10.424	-0.891	1.929	0.361	4.229	27.745	10.253	3.767	6.946	4.500	6.873	3.987	19.225	7.792	28.082	18.191	17.494	13.063	17.746	11.303	4.730	5.556	5.334	4.753	3.064	-1.498	1.235	0.775	-4.483	2.521	3.877	1.998	2.577	2.472	2019	
968	ROU	NGDP_RPCH	Romania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.304	0.100	3.900	6.000	6.000	-0.100	2.400	0.800	-0.500	-5.800	-5.612	-12.927	-8.766	1.528	3.932	7.138	3.948	-6.053	-4.818	-1.150	2.921	5.218	5.703	2.341	10.428	4.668	8.029	7.234	9.307	-5.517	-3.901	2.007	2.077	3.515	3.411	3.872	4.801	7.111	4.437	4.080	-4.801	4.573	3.880	3.759	3.646	3.505	2019	
922	RUS	NGDP_RPCH	Russia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.700	-12.700	-4.100	-3.608	1.382	-5.345	6.351	10.046	5.090	4.744	7.349	7.176	6.376	8.154	8.535	5.248	-7.821	4.503	5.066	4.024	1.755	0.736	-1.973	0.194	1.826	2.536	1.342	-4.116	2.816	2.349	2.145	2.045	1.795	2019	
714	RWA	NGDP_RPCH	Rwanda	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.576	2.472	-2.468	6.035	12.974	4.388	5.501	-0.295	0.296	-5.706	0.419	-4.300	6.600	-10.378	-41.890	24.541	11.596	14.900	8.340	3.308	12.436	5.863	12.832	-2.859	7.654	9.438	14.990	6.960	1.710	8.588	5.970	9.024	8.595	5.890	7.803	8.873	5.973	3.987	8.578	9.397	1.985	6.315	7.956	8.581	7.080	6.068	2018	
